year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk0eu323661,AZ,3.9,6734,gray,black,toyota financial services,17100,17800,Thu Jan 29 2015 03:30:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk3eu420336,NC,4,19438,â€”,black,toyota motor sales usa inc/program,16250,15700,Tue Feb 10 2015 01:15:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,sedan,automatic,4t1bf1fkxeu413366,FL,4.8,17170,blue,gray,toyota motor sales usa inc/program,15450,15600,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk5eu401464,WA,3.7,16327,white,beige,toyota motor sales usa inc/program,15450,28200,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk7eu403264,NV,4.4,13731,white,gray,toyota motor sales usa inc/program,15950,16000,Fri Dec 19 2014 00:00:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk2eu418285,CO,4.6,14976,white,black,toyota motor sales usa inc/program,16750,16800,Wed Dec 31 2014 11:45:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,sedan,automatic,4t1bf1fk2eu766801,FL,2.9,34373,red,black,ez rent a car inc,15500,14500,Tue Mar 03 2015 01:00:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk2eu414463,FL,3.8,12978,black,gray,toyota motor sales usa inc/program,15600,15300,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,sedan,NA,4t1bf1fk8eu837578,GA,5,3438,gray,black,toyota financial services,17350,17600,Thu Feb 05 2015 02:00:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,sedan,automatic,4t1bf1fk2eu337903,AZ,3.6,33153,gray,black,toyota financial services/tmct,15500,16400,Thu Feb 26 2015 03:00:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,sedan,NA,4t1bf1fk1eu419413,PA,3.4,26929,gray,black,toyota motor sales usa inc/program,15350,15300,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
2014,Toyota,Camry,SE,sedan,automatic,4t1bf1fk8eu330003,NJ,2.8,30871,silver,black,enterprise veh exchange/rental,15750,14600,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk6eu416748,NC,2.9,22795,silver,gray,toyota motor sales usa inc/program,15300,13900,Tue Mar 03 2015 01:15:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,sedan,automatic,4t1bf1fk1eu794492,NJ,4.1,45592,red,black,car rentals inc,13850,13800,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2014,Toyota,Camry,LE,sedan,automatic,4t1bf1fkxeu428093,CO,2.9,19044,black,gray,toyota motor sales usa inc/program,14800,14600,Wed Jun 17 2015 04:45:00 GMT-0700 (PDT)
2014,Toyota,Camry,L,sedan,NA,4t1bf1fk3eu780996,PA,4.9,14040,white,black,toyota financial services,14650,16900,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
2014,Toyota,Camry,LE,Sedan,automatic,4t4bf1fk1er340961,OH,3.7,12305,black,tan,toyota financial services,16000,15100,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t4bf1fk2er428305,WA,4.3,3264,beige,beige,toyota financial services,16700,15900,Tue Dec 23 2014 15:05:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk7eu403085,NV,4.1,9871,silver,gray,toyota motor sales usa inc/program,16100,16000,Wed Dec 31 2014 12:00:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk9eu402875,FL,4.2,13498,black,gray,toyota motor sales usa inc/program,15600,13900,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk3eu808604,GA,4.3,12901,red,black,toyota motor sales usa inc/program,17050,16600,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,Sedan,NA,4t1bf1fk0eu377669,GA,2,28155,black,â€”,enterprise vehicle exchange / tra / rental / tulsa,15750,15000,Thu Jan 08 2015 12:30:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk9eu825889,NC,3.7,15888,red,black,toyota motor sales usa inc/program,16550,16500,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fkxeu805926,NC,4.4,24733,red,black,toyota motor sales usa inc/program,16000,16000,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk2eu812921,FL,4.7,13664,red,beige,toyota motor sales usa inc/program,15550,15200,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2014,Toyota,Camry,L,Sedan,automatic,4t1bf1fk4eu831633,GA,4.4,6359,silver,gray,world omni financial corporation,16200,16000,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk4eu365427,FL,4.2,20709,silver,gray,toyota motor sales usa inc/program,15300,14700,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,sedan,automatic,4t1bf1fk2eu403219,NV,4.1,24638,silver,â€”,toyota motor sales usa inc/program,14450,14500,Fri Jun 12 2015 05:00:00 GMT-0700 (PDT)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk7eu794156,FL,4.3,21415,green,gray,toyota motor sales usa inc/program,15250,14900,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk8eu729137,GA,4.5,23174,silver,black,world omni financial corporation,16100,17100,Thu Jan 08 2015 02:00:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,sedan,automatic,4t1bf1fkxeu424951,CA,4.1,22910,white,gray,toyota motor sales usa inc/program,14650,14800,Wed Jun 10 2015 05:30:00 GMT-0700 (PDT)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk3eu405674,CA,4.2,18469,silver,gray,toyota motor sales usa inc/program,15500,15500,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,sedan,automatic,4t1bf1fk7eu828371,WA,4,24625,red,beige,toyota motor sales usa inc/program,14550,14800,Wed Jun 03 2015 06:45:00 GMT-0700 (PDT)
2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk3eu404458,NV,3.6,14836,gray,black,toyota motor sales usa inc/program,16750,16900,Wed Dec 31 2014 12:00:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk9eu306602,OH,4.4,34364,black,gray,toyota financial services/enterprise,15600,16100,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk5eu779915,FL,4.2,2791,red,black,onesource/toyota of hollywood,17350,17500,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk2eu828603,NC,4.8,14617,red,tan,toyota motor sales usa inc/program,15500,15500,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk8eu377211,NV,3.9,22414,white,beige,toyota motor sales usa inc/program,15100,15700,Fri Jan 23 2015 04:00:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk8eu405587,CA,3.9,22037,white,gray,toyota motor sales usa inc/program,15100,15200,Tue Jan 13 2015 16:00:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk1eu324821,NV,3.7,24496,silver,black,toyota motor sales usa inc/program,16200,16000,Fri Dec 19 2014 00:00:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk3eu810403,WA,4.8,16339,green,gray,toyota motor sales usa inc/program,15600,15600,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk3eu834099,CO,3.8,8832,green,gray,toyota motor sales usa inc/program,15750,15700,Wed May 27 2015 04:45:00 GMT-0700 (PDT)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fkxeu406062,NC,3.8,19349,gray,gray,toyota motor sales usa inc/program,15300,14700,Tue Feb 10 2015 01:15:00 GMT-0800 (PST)
2014,Toyota,Camry,L,Sedan,automatic,4t1bf1fk9eu830364,FL,4.5,9004,white,gray,onesource/toyota of hollywood,15100,16000,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2014,Toyota,Camry,SE,sedan,automatic,4t1bf1fk3eu364107,LA,1,28658,black,â€”,hertz/tra,15650,7400,Thu Feb 12 2015 02:30:00 GMT-0800 (PST)
2009,Toyota,Camry Hybrid,Base,Sedan,automatic,4t1bb46k19u063211,PA,3.9,185680,gray,gray,mascio motor car,4975,5300,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2009,Toyota,Camry Hybrid,Base,Sedan,automatic,4t1bb46k39u073285,MD,1.9,77209,silver,gray,santander consumer,10500,9000,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2009,Toyota,Camry Hybrid,Base,Sedan,automatic,4t1bb46k29u085685,NJ,3.5,121019,gray,gray,ford-lincoln dealer program,8275,8900,Wed Feb 04 2015 01:00:00 GMT-0800 (PST)
2011,Toyota,Camry Hybrid,Base,Sedan,automatic,4t1bb3ekxbu127103,TN,4.3,61988,red,tan,marshal mize ford inc,12500,13300,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2012,Toyota,Camry Hybrid,XLE,Sedan,automatic,4t1bd1fk4cu041851,PA,4.1,18143,silver,gray,r hollenshead auto sales inc,19850,20750,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2013,Toyota,Camry Hybrid,XLE,Sedan,automatic,4t1bd1fk6du078742,UT,3.7,47456,black,gray,ge fleet services for itself/servicer,16450,16100,Wed Feb 25 2015 03:30:00 GMT-0800 (PST)
2013,Toyota,Camry Hybrid,LE,Sedan,automatic,4t1bd1fk4du066685,NY,3.7,83684,silver,gray,ge fleet services for itself/servicer,13050,12300,Thu May 21 2015 02:15:00 GMT-0700 (PDT)
2013,Toyota,Camry Hybrid,XLE,Sedan,automatic,4t1bd1fk5du065531,CA,4.3,18127,red,beige,donlen corporation,18850,20500,Thu Feb 05 2015 04:00:00 GMT-0800 (PST)
2013,Toyota,Camry Hybrid,XLE,Sedan,automatic,4t1bd1fkxdu073222,IL,3.3,63418,â€”,gray,ge fleet services for itself/servicer,15450,16100,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
1999,Toyota,Camry Solara,SE,Coupe,automatic,2t1cg22p6xc172502,VA,2,130263,black,black,purple heart,2150,900,Thu Feb 12 2015 03:50:00 GMT-0800 (PST)
2002,Toyota,Camry Solara,SE V6,Coupe,NA,2t1cf28p92c563419,VA,1.9,270845,white,tan,rosner motors inc,750,800,Thu Feb 12 2015 01:35:00 GMT-0800 (PST)
2004,Toyota,Camry Solara,SLE V6,Coupe,automatic,4t1ca38p84u015661,CA,1.9,234584,blue,gray,onemain rem/delta dealer,1150,3200,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2008,Toyota,Camry Solara,Sport V6,Coupe,NA,4t1ca30p78u136408,PA,3.6,56010,white,beige,adcock brothers inc,10650,11100,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2008,Toyota,Camry Solara,SLE V6,Convertible,automatic,4t1fa38p98u158430,GA,2.5,66879,silver,tan,ted cianos used car center,10900,9800,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2002,Toyota,Celica,GT,Hatchback,manual,jtddr32t620111901,AZ,2.4,123765,red,black,challenge financial services,2325,2000,Thu Jan 08 2015 11:00:00 GMT-0800 (PST)
1994,Toyota,Corolla,DX,Sedan,automatic,1nxae09bxrz181443,WI,1,183725,black,gray,"others first,inc.",550,300,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2000,Toyota,Corolla,VE,Sedan,automatic,2t1br12e0yc322619,MA,1.9,91323,silver,gray,boch new to you superstore,2025,1500,Thu Mar 05 2015 10:30:00 GMT-0800 (PST)
2001,Toyota,Corolla,LE,Sedan,automatic,1nxbr12e21z461655,CA,2.3,169866,red,beige,bob baker jeep,1400,1500,Fri Jan 09 2015 15:00:00 GMT-0800 (PST)
2001,Toyota,Corolla,CE,Sedan,automatic,2t1br12e31c418668,VA,2.9,180784,green,beige,browns honda city,1500,1450,Thu Feb 19 2015 01:05:00 GMT-0800 (PST)
2002,Toyota,Corolla,CE,Sedan,automatic,1nxbr12ex2z584282,CA,2.7,148801,gold,beige,buyers auto sales,1525,2100,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2003,Toyota,Corolla,LE,Sedan,NA,1nxbr32e13z039732,MD,1.9,194501,white,beige,darcars nissan,2900,2200,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2003,Toyota,Corolla,LE,Sedan,automatic,1nxbr32e03z035851,MD,3.5,150202,green,beige,355 toyota,3325,3800,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2004,Toyota,Corolla,CE,sedan,NA,1nxbr32ex4z231085,CA,2.6,211433,gold,beige,j m auto imports corp,2425,3100,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)
2004,Toyota,Corolla,LE,Sedan,automatic,2t1br32e14c261139,MA,2,146411,silver,gray,boch new to you superstore,3625,3100,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2005,Toyota,Corolla,CE,Sedan,automatic,1nxbr32ex5z445611,CA,2.9,81987,silver,silver,91 automotive west,4875,6600,Thu Feb 12 2015 04:00:00 GMT-0800 (PST)
2005,Toyota,Corolla,CE,Sedan,NA,1nxbr32e65z393524,FL,1.9,131156,silver,gray,courtesy hyundai,4225,4200,Thu Dec 18 2014 16:20:00 GMT-0800 (PST)
2006,Toyota,Corolla,CE,Sedan,automatic,jtdbr32e560081420,MN,2.1,130260,silver,gray,rudy luther toyota,4125,5100,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2006,Toyota,Corolla,CE,Sedan,automatic,1nxbr32e66z661442,FL,2.4,108093,blue,gray,coggin toyota at the avenues,4750,3900,Thu Feb 19 2015 05:00:00 GMT-0800 (PST)
2006,Toyota,Corolla,CE,sedan,automatic,1nxbr32e56z722389,CA,2.9,80334,gray,gray,advance,5300,6500,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)
2006,Toyota,Corolla,LE,sedan,automatic,1nxbr32e96z573940,NC,1.9,169220,black,beige,fleet lease remarketing,3450,3800,Mon Jun 08 2015 02:30:00 GMT-0700 (PDT)
2006,Toyota,Corolla,S,Sedan,automatic,1nxbr32e76z699441,IL,2,86322,gray,black,prestige financial services,5100,4100,Tue Feb 17 2015 05:00:00 GMT-0800 (PST)
2007,Toyota,Corolla,CE,sedan,automatic,1nxbr32e47z897878,GA,1.9,218744,burgundy,gray,onpoint financial corp,2125,2300,Thu Jun 04 2015 03:00:00 GMT-0700 (PDT)
2007,Toyota,Corolla,S,Sedan,NA,1nxbr32e67z814208,CA,1.9,150951,blue,black,toyota financial services,5150,3800,Wed Feb 11 2015 05:00:00 GMT-0800 (PST)
2007,Toyota,Corolla,S,Sedan,NA,1nxbr32e47z842797,NV,1.9,123002,silver,black,bul connections llc,5475,5700,Wed Dec 31 2014 11:45:00 GMT-0800 (PST)
2007,Toyota,Corolla,S,Sedan,NA,2t1br32e67c776030,PA,3.1,82506,black,black,credit acceptance corp/vrs/southfield,6625,6800,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,2t1bu40e79c060196,VA,1.9,79013,burgundy,gray,browns fairfax nissan,7275,6600,Thu Jan 15 2015 01:05:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,jtdbl40ex99056555,FL,1.9,138046,red,gray,firkins chrysler jeep dodge,6075,6300,Tue Jan 13 2015 16:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,1nxbu40ex9z036893,TX,1.9,88713,blue,gray,caprock auto remarketing,7050,6400,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,jtdbl40e09j009419,OH,2.8,100114,red,gray,santander consumer,6775,6200,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,2t1bu40e29c111328,TX,2.8,54217,blue,gray,ge fleet services for itself/servicer,7500,8000,Tue Dec 23 2014 14:00:00 GMT-0800 (PST)
2010,Toyota,Corolla,LE,Sedan,automatic,1nxbu4eexaz215867,MN,3.5,119739,gray,gray,exeter finance corp,6425,6800,Thu Feb 12 2015 02:45:00 GMT-0800 (PST)
2010,Toyota,Corolla,LE,Sedan,automatic,2t1bu4eexac355922,OH,3.7,28399,beige,gray,toyota financial services,9050,9600,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2010,Toyota,Corolla,LE,Sedan,automatic,1nxbu4ee9az289684,FL,2.5,325682,blue,gray,firkins chrysler jeep dodge,5450,6000,Wed Feb 18 2015 01:35:00 GMT-0800 (PST)
2010,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee0ac415495,FL,1.9,85888,silver,gray,world omni financial corporation,7375,6300,Wed Feb 11 2015 01:10:00 GMT-0800 (PST)
2010,Toyota,Corolla,LE,sedan,automatic,1nxbu4ee0az295647,TX,3.5,106408,white,gray,the mint leasing inc,7025,6700,Tue Jun 09 2015 03:05:00 GMT-0700 (PDT)
2010,Toyota,Corolla,LE,Sedan,automatic,1nxbu4ee9az232286,TX,3.2,88033,gray,gray,wells fargo dealer services,7300,6900,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2010,Toyota,Corolla,S,Sedan,automatic,2t1bu4eexac366127,FL,3.4,68283,white,black,santander consumer,8825,9200,Tue Dec 30 2014 12:05:00 GMT-0800 (PST)
2010,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee1ac465225,FL,3.7,40174,blue,black,world omni financial corporation,9600,10900,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2011,Toyota,Corolla,LE,Sedan,automatic,jtdbu4ee2b9147654,FL,2.2,13443,gold,tan,world omni financial corporation,10800,10000,Tue Dec 30 2014 12:05:00 GMT-0800 (PST)
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4eexbc683617,MO,4.7,37568,white,tan,woodhouse sioux city inc,10600,11600,Tue Mar 10 2015 04:00:00 GMT-0700 (PDT)
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee6bc730691,NJ,2.1,60078,gray,gray,toyota financial services,9375,8100,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2011,Toyota,Corolla,LE,Sedan,automatic,jtdbu4ee8b9129756,FL,1.9,79509,gray,beige,sst financial,8575,5600,Thu Mar 05 2015 03:45:00 GMT-0800 (PST)
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee6bc718525,FL,3.9,24436,gray,gray,world omni financial corporation,10750,11100,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2011,Toyota,Corolla,LE,sedan,automatic,2t1bu4ee8bc543596,MS,1.9,94347,black,gray,santander consumer,7350,6500,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT)
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee9bc733598,FL,3.1,22723,silver,gray,world omni financial corporation,10800,10400,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee2bc694661,NJ,2.9,29664,â€”,gray,toyota financial services,10350,9900,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2011,Toyota,Corolla,LE,Sedan,automatic,jtdbu4ee3b9133665,GA,2.9,57137,blue,gray,young motors llc,9675,10500,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2011,Toyota,Corolla,LE,sedan,automatic,2t1bu4ee1bc712468,FL,4.3,31301,red,tan,world omni financial corporation,9375,10300,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee6bc733963,NJ,3.6,79966,silver,gray,woodbridge auto sales,8600,7900,Wed Jan 21 2015 01:00:00 GMT-0800 (PST)
2011,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee2bc652586,CA,2.4,46002,silver,black,remarketing by ge/manheim riverside,10650,10750,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
2011,Toyota,Corolla,LE,Sedan,automatic,jtdbu4eexb9128897,WI,1.9,48207,gray,gray,capital one auto finance,9575,8600,Wed Jan 07 2015 10:00:00 GMT-0800 (PST)
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee1bc731148,FL,4,34077,red,beige,world omni financial corporation,10450,10600,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee3bc729868,FL,2.7,160420,burgundy,gray,firkins chrysler jeep dodge,6200,6500,Tue May 26 2015 09:00:00 GMT-0700 (PDT)
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee0bc573255,NC,2.5,90698,silver,gray,santander consumer,7600,7000,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2011,Toyota,Corolla,S,sedan,automatic,2t1bu4ee6bc722980,FL,4.2,47348,white,black,world omni financial corporation,10200,11400,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee9bc733097,GA,3.3,60726,gray,gray,world omni financial corporation,9150,9200,Thu Feb 05 2015 02:00:00 GMT-0800 (PST)
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee7bc628588,CA,2.5,81105,gray,gray,nextgear capital,8075,7500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Toyota,Corolla,LE,Sedan,automatic,jtdbu4ee4b9167498,FL,3.5,36070,black,beige,world omni financial corporation,10400,10200,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2012,Toyota,Corolla,LE,Sedan,NA,2t1bu4ee7cc801818,FL,3.2,34452,white,gray,onesource/kendall toyota,10600,11000,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2012,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee2cc883649,NJ,3.5,17207,beige,gray,toyota financial services,11950,11100,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2012,Toyota,Corolla,LE,Sedan,automatic,jtdbu4ee7c9170543,FL,4.7,35834,silver,gray,world omni financial corporation,10850,11000,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2012,Toyota,Corolla,LE,sedan,automatic,2t1bu4ee2cc869959,FL,4.4,42823,silver,gray,world omni financial corporation,9675,10600,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2012,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee0cc825944,TX,4.3,24248,white,black,toyota financial services,12450,12900,Thu May 28 2015 03:00:00 GMT-0700 (PDT)
2012,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee2cc872733,OH,2.6,34082,black,gray,toyota financial services,10500,8800,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2012,Toyota,Corolla,S,sedan,automatic,2t1bu4ee0cc836166,MD,3.4,79638,red,gray,the hertz corporation,9200,9200,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2012,Toyota,Corolla,LE,sedan,automatic,2t1bu4ee6cc875859,OH,4.5,20840,silver,gray,toyota financial services,10800,12400,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2012,Toyota,Corolla,LE,sedan,automatic,2t1bu4ee5cc807469,GA,3.3,46126,silver,gray,santander consumer,9750,10100,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2012,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee1cc774602,SC,4.3,56858,silver,gray,the hertz corporation,9775,9400,Thu Jan 29 2015 01:15:00 GMT-0800 (PST)
2012,Toyota,Corolla,LE,sedan,automatic,2t1bu4ee0cc847507,MD,2.7,33925,black,gray,toyota financial services,10400,10100,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2012,Toyota,Corolla,LE,Sedan,automatic,2t1bu4eexcc857798,PA,3.6,53842,gray,gray,the hertz corporation,9750,9300,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2012,Toyota,Corolla,S,Sedan,NA,5yfbu4ee1cp043894,FL,4.1,24098,black,gray,world omni financial corporation,13050,13400,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2012,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee9cc865312,PA,3.1,17569,gray,black,toyota financial services,13100,12100,Fri Jan 30 2015 01:00:00 GMT-0800 (PST)
2013,Toyota,Corolla,S,sedan,automatic,5yfbu4eexdp139167,AZ,2.9,47631,gray,black,the hertz corporation,11800,11700,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
2013,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee3dc961261,OH,4.2,40586,black,gray,byers car rentals llc,11350,11000,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,sedan,automatic,5yfbu4eexdp201683,FL,3.3,37222,gray,gray,world omni financial corporation,10650,10100,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee9dp222198,FL,4.7,22387,red,beige,world omni financial corporation,12500,13000,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4eexdp105102,MO,1.9,23649,gray,gray,toyota financial services,12450,11000,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee4dc106276,FL,4.4,19469,white,black,toyota financial services,14350,14400,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2013,Toyota,Corolla,LE,sedan,automatic,5yfbu4ee8dp128474,MO,4.1,3920,white,gray,toyota financial services,12850,12700,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee2dp185589,MO,3.9,44994,red,gray,bob's rentals inc/avis systems licensee,11300,11100,Wed Feb 25 2015 02:45:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee4dp093643,CO,2.8,63190,gray,gray,the hertz corporation,10300,10100,Wed Feb 18 2015 03:45:00 GMT-0800 (PST)
2013,Toyota,Corolla,S,sedan,automatic,5yfbu4ee0dp122314,MO,3.8,21847,black,black,toyota financial services,13450,13400,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee6dp082482,PA,2.7,40704,blue,gray,toyota financial services,11450,9500,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2013,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee3dc037001,WA,3.8,36499,red,black,dollar rac/seattle,13200,13900,Wed Feb 25 2015 04:55:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee2dc962689,TN,4,15549,gray,gray,td auto finance,12900,11900,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
